Title,Description,category,combined_text
Dependency parsing as graph,"<p>I am using <code>spacy</code> for dependency parsing which I can visualize also .
Code snippet</p>
<pre><code>import spacy
from spacy import displacy

nlp = spacy.load(&quot;en_core_web_sm&quot;)
doc = nlp(&quot;This is a sentence.&quot;)
displacy.serve(doc, style=&quot;dep&quot;) 
</code></pre>
<p>Is it possible somehow I store this in any graph DB - say <code>neo4j</code>. If yes, then how? Also can this be done on paragraph level (multiple sentences).</p>
<p>My idea is to store multiple texts/paragraph into graph DB and apply graph algorithm for example <code>graph similarity</code>.</p>
<p>Does it make also sense to apply standard graph algorithm on dependency parsing ?</p>
<p>Thanks in advance</p>
",Parsing & POS Tagging,dependency parsing graph using dependency parsing visualize also code snippet possible somehow store graph db say yes also done paragraph level multiple sentence idea store multiple text paragraph graph db apply graph algorithm example doe make also sense apply standard graph algorithm dependency parsing thanks advance
Is there a parsing algorithm for languages generated by context-sensitive grammars?,"<h2>Details</h2>
<p>I am already familiar with Chart Parsing using <a href=""https://en.wikipedia.org/wiki/Earley_parser"" rel=""nofollow noreferrer"">Earley Parsers</a>. I am however, unsure about whether there even is a meta-syntax like <a href=""https://en.wikipedia.org/wiki/Backus%E2%80%93Naur_form"" rel=""nofollow noreferrer"">Backus-Naur Form</a> (BNF) that can represent a <a href=""https://en.wikipedia.org/wiki/Context-sensitive_grammar"" rel=""nofollow noreferrer"">Context-Sensitive Grammar (CSG)</a>. Since parsing using a <a href=""https://en.wikipedia.org/wiki/Linear_bounded_automaton"" rel=""nofollow noreferrer"">Linear Bounded Automaton</a> is non-deterministic, I understand that it may be very inefficient.</p>
<h2>Goal</h2>
<p>My goal is to create a Probabilistic Context-Sensitive Grammar generator from a corpus (in the same fashion as a <a href=""https://en.wikipedia.org/wiki/Probabilistic_context-free_grammar"" rel=""nofollow noreferrer"">PCFG</a>). Ambiguous grammars will handled by generating parse forests and possibly utilizing something like <a href=""https://www.sciencedirect.com/science/article/pii/S1571066108001497"" rel=""nofollow noreferrer"">SPPF</a> if there is an equivalent of Earley Parsers for CSGs.</p>
<h2>What I've Tried</h2>
<p>I was recommended <a href=""https://datatracker.ietf.org/doc/rfc5234/"" rel=""nofollow noreferrer"">ABNF</a>, but it's not obvious if it supports CSGs. Another recommendation was to use Dependency Parsing instead of Constituency Parsing. But that is an entirely different approach from what I want to solve.</p>
<p>This <a href=""https://stackoverflow.com/questions/29482667/how-to-parse-context-sensitive-grammar"">answer</a> seems to indicate that simply simulating an LBA with backtracking is enough. However, again that seems incredibly inefficient.</p>
",Parsing & POS Tagging,parsing algorithm language generated context sensitive grammar detail already familiar chart parsing using earley parser however unsure whether even meta syntax like backus naur form bnf represent context sensitive grammar csg since parsing using linear bounded automaton non deterministic understand may inefficient goal goal create probabilistic context sensitive grammar generator corpus fashion pcfg ambiguous grammar handled generating parse forest possibly utilizing something like sppf equivalent earley parser csgs tried wa recommended abnf obvious support csgs another recommendation wa use dependency parsing instead constituency parsing entirely different approach want solve href seems indicate simply simulating lba backtracking enough however seems incredibly inefficient p
What is CoNLL data format?,"<p>I am using a open source jar (Mate Parser) which outputs in the CoNLL 2009 format after dependency parsing. I want to use the dependency parsing results for Information Extraction, however, I only understand part of the output in the CoNLL data format.</p>
<p>Can someone explain the CoNLL data format?</p>
",Parsing & POS Tagging,conll data format using open source jar mate parser output conll format dependency parsing want use dependency parsing result information extraction however understand part output conll data format someone explain conll data format
Return list of sentences with a particular subject,"<p>I am exploring a small corpus of texts, and one of the things I am doing is examining the actions associated with various subjects. I have already inventoried how many times, for example, &quot;man&quot; is the subject of a sentence in which the verb is &quot;love&quot;: that work was done with subject-verb-object triplets using Textacy.</p>
<p>As I work through the various statistics, I would like to be able to go back into the data and see sentences that have the subjects in their original context. NLTK has a concordance feature built right in, but it does not pay attention to part-of-speech tagging. I have gotten this far with the code.</p>
<p>What I am trying to do is <code>find_the_subject(&quot;noun&quot;, corpus)</code>, such that if I input &quot;man&quot; I would get back a list of sentences with man as the subject of the sentence:</p>
<blockquote>
<p>A man walked down the street and said why am I short in the middle?</p>
<p>The man comes around.</p>
</blockquote>
<p>So far, I have the following code which will grab all the sentences with &quot;man&quot; but not just the ones with man as subject.</p>
<pre class=""lang-py prettyprint-override""><code>def find_sentences_with_noun(subject_noun, sentences):
    # Start with two empty lists
    noun_subjects = []
    noun_sentences = []
    # Work through the sentences
    for sentence in sentences:
        words = word_tokenize(sentence)
        tagged_words = nltk.tag.pos_tag(words)
        # This works but doesn't get me the subject
        for word, tag in tagged_words:
            if &quot;NN&quot; in tag and word == subject_noun:
                noun_subjects.append(word)
                noun_sentences.append(sentence)
    return noun_sentences
</code></pre>
<p>I cannot for the life of me figure out how to grab the noun in the subject position.</p>
",Parsing & POS Tagging,return list sentence particular subject exploring small corpus text one thing examining action associated various subject already inventoried many time example man subject sentence verb love work wa done subject verb object triplet using textacy work various statistic would like able go back data see sentence subject original context nltk ha concordance feature built right doe pay attention part speech tagging gotten far code trying input man would get back list sentence man subject sentence man walked street said short middle man come around far following code grab sentence man one man subject life figure grab noun subject position
Parsing NLTK Chart diagram,"<p>I am trying to do parsing using context free grammar which is returning multiple parse trees.
I can visualize these parse trees one by one using the code below:</p>
<pre><code>grammar = nltk.CFG.fromstring(&quot;&quot;&quot;
  S   -&gt; VP NP PUN | NP VP PUN | NP PUN | VP PUN
  NP  -&gt; ADP NP | NOUN | ADJ NP | ADV ADJ NP |ADJ | CONJ NP | NOUN NP | DET NP |ADV
  VP  -&gt; VERB | ADV VP | ADV | VERB VP | VERB NP
  
  ADP -&gt; 'as' | 'in' | 'along' | 'with' | 'of' | 'a'
  NOUN -&gt;  'three' | 'parts' | 'milk' | 'oak' | 'body' | 'center' | 'stage' | 'notes' | 'date' | 'rice' | 'structure' | 'a' | 'hint' | 'blossom' | 'candy' | 'chocolate' | 'lemon' | 'thyme' | 'espresso' | 'cacao' | 'tart' | 'honeysuckle' | 'citrus' | 'apricot' | 'finish' | 'paste' | 'grapefruit' | 'cherry' | 'mouthfeel' | 'spice' | 'cup' | 'vanilla' | 'narcissus' | 'savory-tart' | 'aroma' | 'leads' | 'zest' | 'herb' | 'florals' | 'tones' | 'peppercorn' | 'intimations' | 'nib'
  PUN -&gt; '.' | ',' | ';' | '(' | ')'
  DET -&gt; 'the' | 'all' | 'a'
  ADV -&gt; 'as' | 'deeply' | 'long' | 'all' | 'gently' | 'crisply' | 'richly' | 'delicately' | 'sweetly' 
  VERB -&gt; 'evaluated' | 'take' | 'notes' | 'follow' | 'roasted' | 'dried' | 'fruit' | 'finish' | 'drying' | 'leads' | 'intensify'
  X -&gt; 'a'
  CONJ -&gt; 'and'
  PRT -&gt; 'in'
  ADJ -&gt; 'rich' | 'dark' | 'black' | 'short' | 'small' | 'sweet' | 'white' | 'floral' | 'silky' | 'pink' | 'thyme-like' | 'syrupy' | 'roasted' | 'dried' | 'floral-toned' | 'chocolaty' | 'sweet-toned' | 'cocoa-toned' | 'plush' | 'floral-driven' | 'herb-toned' | 'delicate' | 'resonant' | 'flavor-saturated'
  &quot;&quot;&quot;)

statement = nltk.word_tokenize(&quot;Crisply sweet cocoa-toned Lemon blossom roasted cacao nib date rice candy white peppercorn in aroma and cup.&quot;)
statement = [i.lower().strip() for i in statement]

rd_parser = nltk.RecursiveDescentParser(grammar)
for pos, tree in enumerate(rd_parser.parse(statement)):
    tree.draw() 
</code></pre>
<p>But the problem is that it generates the tree diagram one by one and the program stops untill I stop all of the charts manually. Is there a way by which I can generate all the charts into single image and display it in my jupyter notebook all at once?</p>
",Parsing & POS Tagging,parsing nltk chart diagram trying parsing using context free grammar returning multiple parse tree visualize parse tree one one using code problem generates tree diagram one one program stop untill stop chart manually way generate chart single image display jupyter notebook
How to get pos-tag lemmatiser to iterate through df,"<p>I want to use POS-labelling and lemmatisation on my text data. I've found this example code from kaggle. This applies it to a sentence, but I want to modify this code in order to apply it to a column of a dataframe.</p>
<pre><code>#Kaggle example code: 
from nltk import pos_tag
from nltk.stem import WordNetLemmatizer

wnl = WordNetLemmatizer()

def penn2morphy(penntag):
    &quot;&quot;&quot; Converts Penn Treebank tags to WordNet. &quot;&quot;&quot;
    morphy_tag = {'NN':'n', 'JJ':'a',
                  'VB':'v', 'RB':'r'}
    try:
        return morphy_tag[penntag[:2]]
    except:
        return 'n' # if mapping isn't found, fall back to Noun.
    
# `pos_tag` takes the tokenized sentence as input, i.e. list of string,
# and returns a tuple of (word, tg), i.e. list of tuples of strings
# so we need to get the tag from the 2nd element.

walking_tagged = pos_tag(word_tokenize('He is walking to school'))
#print(walking_tagged)

testing[&quot;text&quot;].apply(penn2morphy)
#[wnl.lemmatize(word.lower(), pos=penn2morphy(tag)) for word, tag in walking_tagged]
</code></pre>
<p>I presumed you would just use the apply function but that doesnt work. The first line where the pos_tag is being applied is just labelling each row as n, so i presume it isnt iterating through each row.</p>
<pre><code>#Example data
    r1 = [&quot;he, has, a, glass, of, water, together, with, a, mirror&quot;],&quot;Pass&quot;
    r2 = [&quot;lamp, lens, right, left&quot;], &quot;Fail&quot;
    r3 = [&quot;candle, clock, vase, spoon&quot;], &quot;Fail&quot;
    d=(r1,r2,r3)
    ex_df = pd.DataFrame(d, columns=[&quot;col1&quot;, &quot;col2&quot;])

walking_tagged2 = ex_df[&quot;col1&quot;].apply(pos_tag)
[wnl.lemmatize(word.lower(), pos=penn2morphy(tag)) for word, tag in walking_tagged2]
</code></pre>
<p>Any ideas? Thank you</p>
",Parsing & POS Tagging,get po tag lemmatiser iterate df want use po labelling lemmatisation text data found example code kaggle applies sentence want modify code order apply column dataframe presumed would use apply function doesnt work first line po tag applied labelling row n presume isnt iterating row idea thank
Spacy - Force POS tag for quoted text,"<p>I want Spacy to treat quoted text as e.g. a NOUN or PROPN so that it forms a compound with the adjacent word. For example in the following text I want the text &quot;drink me&quot; to be attached to the word &quot;label&quot;.</p>
<pre><code>Find the bottle which has the label &quot;drink me&quot;.
</code></pre>
<p>I can successfully merge all the text inside the quotes into a single token but the token is simply tagged as PUNCT (since this is the POS of the first token of the merged group) but then it gets inserted in the wrong place in the dependency tree. I need to be able to modify the POS so that it goes to the right place in the tree.</p>
<p><a href=""https://i.sstatic.net/EJJCS.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/EJJCS.png"" alt=""dependency tree"" /></a></p>
",Parsing & POS Tagging,spacy force po tag quoted text want spacy treat quoted text e g noun propn form compound adjacent word example following text want text drink attached word label successfully merge text inside quote single token token simply tagged punct since po first token merged group get inserted wrong place dependency tree need able modify po go right place tree
How to apply PoS tags to a nested list in R across multiple rows?,"<p>I am trying to apply PoS tagging in R to a column that contains a variable that was a sentence. This variable has been tokenised with all irrelavanices removed (punctuation, spaces, spelling etc)</p>
<p>Here are the first few rows of the data</p>
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>Row_id</th>
<th>no_punct</th>
</tr>
</thead>
<tbody>
<tr>
<td>1</td>
<td>[dec,brighton,hove,women,have,applied]</td>
</tr>
<tr>
<td>2</td>
<td>[jan,england,has,joined,tottenha,from,chelsea]</td>
</tr>
</tbody>
</table>
</div>
<p>My code so far looks like:</p>
<pre><code>udmodel &lt;- udpipe_download_model(language = &quot;english&quot;)
udmodel &lt;- udpipe_load_model(file = udmodel$file_model)

df$pos_tags &lt;- udpipe_annotate(udmodel, 
                    df$no_punct_no_spaces)
</code></pre>
<p>However, the output is reading as 'NULL'. My desired output is to create a new tuples variable named 'pos_tags' that contains the word and the tag (i.e. &quot;dec, N&quot;) across each row.</p>
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>Row_id</th>
<th>pos_tags</th>
</tr>
</thead>
<tbody>
<tr>
<td>1</td>
<td>[dec NN,brighton NN,hove NN,women NN,have AD,applied PN]</td>
</tr>
</tbody>
</table>
</div>
<p>Which package in R would you suggest to do this with?
And if you could provide a code example that'd be great.</p>
<p>Thank you</p>
<p>My code so far looks like:</p>
<pre><code>udmodel &lt;- udpipe_download_model(language = &quot;english&quot;)
udmodel &lt;- udpipe_load_model(file = udmodel$file_model)

df$pos_tags &lt;- udpipe_annotate(udmodel, 
                    df$no_punct_no_spaces)
</code></pre>
<p>However, the output is reading as 'NULL'.</p>
",Parsing & POS Tagging,apply po tag nested list r across multiple row trying apply po tagging r column contains variable wa sentence variable ha tokenised irrelavanices removed punctuation space spelling etc first row data row id punct dec brighton hove woman applied jan england ha joined tottenha chelsea code far look like however output reading null desired output create new tuples variable named po tag contains word tag e dec n across row row id po tag dec nn brighton nn hove nn woman nn ad applied pn package r would suggest could provide code example great thank code far look like however output reading null
Dependency parsing tree in Spacy,"<p>I have a sentence <strong>John saw a flashy hat at the store</strong><br>
How to represent this as a dependency tree as shown below?</p>

<pre><code>(S
      (NP (NNP John))
      (VP
        (VBD saw)
        (NP (DT a) (JJ flashy) (NN hat))
        (PP (IN at) (NP (DT the) (NN store)))))
</code></pre>

<p>I got this script from <a href=""https://stackoverflow.com/questions/36610179/how-to-get-the-dependency-tree-with-spacy"">here</a></p>

<pre><code>import spacy
from nltk import Tree
en_nlp = spacy.load('en')

doc = en_nlp(""John saw a flashy hat at the store"")

def to_nltk_tree(node):
    if node.n_lefts + node.n_rights &gt; 0:
        return Tree(node.orth_, [to_nltk_tree(child) for child in node.children])
    else:
        return node.orth_


[to_nltk_tree(sent.root).pretty_print() for sent in doc.sents]
</code></pre>

<p>I am getting the following but I am looking for a tree(NLTK) format. </p>

<pre><code>     saw                 
  ____|_______________    
 |        |           at 
 |        |           |   
 |       hat        store
 |     ___|____       |   
John  a      flashy  the
</code></pre>
",Parsing & POS Tagging,dependency parsing tree spacy sentence john saw flashy hat store represent dependency tree shown got script href pre getting following looking tree nltk format
Saving nltk drawn parse tree to image file,"<p><img src=""https://i.sstatic.net/0wi0Q.png"" alt=""enter image description here""></p>

<p>Is there any way to save the draw image from tree.draw() to an image file programmatically? I tried looking through the documentation, but I couldn't find anything.</p>
",Parsing & POS Tagging,saving nltk drawn parse tree image file way save draw image tree draw image file programmatically tried looking documentation find anything
Is there a way to get entire constituents using SpaCy?,"<p>I guess I'm trying to navigate SpaCy's parse tree in a more blunt way than is provided.</p>

<p>For instance, if I have sentences like: ""He was a genius"" or ""The dog was green,"" I want to be able to save the objects to variables (""a genius"" and ""green""). </p>

<p>token.children provides the IMMEDIATE syntactic dependents, so, for the first example, the children of ""was"" are ""he"" and ""genius,"" and then ""a"" is a child of ""genius."" This isn't so helpful if I just want the entire constituent ""a genius."" I'm not sure how to reconstruct it from the token.children or if there's a better way.</p>

<p>I can figure out how to match ""is"" and ""was"" using token.text (part of what I'm trying to do), but I can't figure out how to return the whole constituent ""a genius"" using the info provided about children.</p>

<pre><code>import spacy
nlp = spacy.load('en_core_web_sm')

sent = nlp(""He was a genius."")

for token in sent:
     print(token.text, token.tag_, token.dep_, [child for child in token.children])
</code></pre>

<h1>This is the output:</h1>

<p>He PRP nsubj []</p>

<p>was VBD ROOT [He, genius, .]</p>

<p>a DT det []</p>

<p>genius NN attr [a]</p>

<p>. . punct []</p>
",Parsing & POS Tagging,way get entire constituent using spacy guess trying navigate spacy parse tree blunt way provided instance sentence like wa genius dog wa green want able save object variable genius green token child provides immediate syntactic dependent first example child wa genius child genius helpful want entire constituent genius sure reconstruct token child better way figure match wa using token text part trying figure return whole constituent genius using info provided child output prp nsubj wa vbd root genius dt det genius nn attr punct
How to count the number of nouns from Spacy from a dataframe column?,"<p>I have a dataframe like that (as an example).</p>
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>text</th>
</tr>
</thead>
<tbody>
<tr>
<td>I left the country.</td>
</tr>
<tr>
<td>Andrew is from America and he loves apples.</td>
</tr>
</tbody>
</table>
</div>
<p>I want to add a new column, number of nouns, where Spacy should count the NOUNS pos tags. How do I convert that in Python?</p>
<pre><code>import pandas as pd
import spacy

# the dataframe

# NLP Spacy with POS tags
nlp = spacy.load(&quot;en_core_web_sm&quot;)
</code></pre>
<p>My question is, how to apply nlp on the &quot;text&quot; column, check if the pos is NOUN and count it and give it as a feature?</p>
<p>Thanks!</p>
",Parsing & POS Tagging,count number noun spacy dataframe column dataframe like example text left country andrew america love apple want add new column number noun spacy count noun po tag convert python question apply nlp text column check po noun count give feature thanks
